settlementDate,settlementPeriodFrom,settlementPeriodTo,timeFrom,timeTo,levelFrom,levelTo,nationalGridBmUnit,bmUnit,acceptanceNumber,acceptanceTime,deemedBoFlag,soFlag,storFlag,rrFlag
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,0,1,COVNB-1,T_COVNB-1,42801,2025-11-21T00:38:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,5,0,COWB-1,T_COWB-1,45752,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,5,1,COWB-1,T_COWB-1,45753,2025-11-21T00:38:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,0,-277,DINO-1,T_DINO-1,146098,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,3,10,FFSE01,2__FFSEN005,29965,2025-11-21T00:38:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,13,14,FFSE02,2__FFSEN007,23862,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,57,1,NTRVB-1,T_NTRVB-1,26975,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,0,20,POTES-1,E_POTES-1,31668,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,-6,-21,SKELB-1,E_SKELB-1,47717,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,3,0,SUNDB-1,T_SUNDB-1,31878,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,3,10,SUNDB-1,T_SUNDB-1,31879,2025-11-21T00:38:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,16,0,THMRB-1,E_THMRB-1,47382,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,1,0,TYLNB-1,T_TYLNB-1,23617,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,1,23,TYLNB-1,T_TYLNB-1,23618,2025-11-21T00:38:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:44:00Z,2025-11-21T00:45:00Z,5,0,WTRSB-1,2__GCMRO002,30579,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:43:00Z,2025-11-21T00:54:00Z,158,30,WBURB-1,T_WBURB-1,152408,2025-11-20T23:32:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:43:00Z,2025-11-21T00:50:00Z,371,446,SHOS-1,E_SHOS-1,165865,2025-11-21T00:26:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:43:00Z,2025-11-21T00:44:00Z,0,4,HSSE01,2__HIMPO002,36263,2025-11-21T00:38:00Z,False,False,False,False
2025-11-21,2,3,2025-11-21T00:41:00Z,2025-11-21T01:11:00Z,185,185,WBURB-1,T_WBURB-1,152409,2025-11-21T00:10:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:48:00Z,4,4,AG-CBS05L,V__LCEND005,33017,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:48:00Z,10,10,BROFB-1,E_BROFB-1,13156,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:48:00Z,12,12,CRSSB-1,E_CRSSB-1,46859,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:48:00Z,18,18,SWGTB-1,2__MCMRO003,23040,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:44:00Z,6,6,BUXTB-1,2__GCMRO001,36718,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:44:00Z,5,5,WTRSB-1,2__GCMRO002,30579,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:41:00Z,2025-11-21T00:43:00Z,185,158,WBURB-1,T_WBURB-1,152408,2025-11-20T23:32:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:40:00Z,2025-11-21T00:41:00Z,0,4,AG-CBS05L,V__LCEND005,33017,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:40:00Z,2025-11-21T00:41:00Z,1,10,BROFB-1,E_BROFB-1,13156,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:40:00Z,2025-11-21T00:41:00Z,0,6,BUXTB-1,2__GCMRO001,36718,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:40:00Z,2025-11-21T00:41:00Z,0,12,CRSSB-1,E_CRSSB-1,46859,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:40:00Z,2025-11-21T00:41:00Z,0,18,SWGTB-1,2__MCMRO003,23040,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:40:00Z,2025-11-21T00:41:00Z,0,5,WTRSB-1,2__GCMRO002,30579,2025-11-21T00:36:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:45:00Z,600,710,MEDP-1,T_MEDP-1,135444,2025-11-20T23:45:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,0,0,AG-HEDF02,2__HLOND002,12950,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,49,49,BREDB-1,T_BREDB-1,3328,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,5,5,COWB-1,T_COWB-1,45752,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,0,0,DINO-1,T_DINO-1,146098,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,57,57,NTRVB-1,T_NTRVB-1,26975,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,-6,-6,SKELB-1,E_SKELB-1,47717,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,3,3,SUNDB-1,T_SUNDB-1,31878,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,16,16,THMRB-1,E_THMRB-1,47382,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:39:00Z,2025-11-21T00:44:00Z,1,1,TYLNB-1,T_TYLNB-1,23617,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:44:00Z,350,418,GRAI-6,T_GRAI-6,153842,2025-11-21T00:18:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,-1,0,AG-HEDF02,2__HLOND002,12950,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,0,49,BREDB-1,T_BREDB-1,3328,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,0,5,COWB-1,T_COWB-1,45752,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,-277,0,DINO-1,T_DINO-1,146098,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,1,57,NTRVB-1,T_NTRVB-1,26975,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,-21,-6,SKELB-1,E_SKELB-1,47717,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,0,3,SUNDB-1,T_SUNDB-1,31878,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,0,16,THMRB-1,E_THMRB-1,47382,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:38:00Z,2025-11-21T00:39:00Z,-4,0,TYLNB-1,T_TYLNB-1,23617,2025-11-21T00:37:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:36:00Z,2025-11-21T00:46:00Z,300,300,GRAI-6,T_GRAI-6,153843,2025-11-21T00:29:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:36:00Z,2025-11-21T00:44:00Z,200,200,SHBA-2,T_SHBA-2,198729,2025-11-21T00:30:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:34:00Z,2025-11-21T00:44:00Z,650,650,ROCK-1,T_ROCK-1,222266,2025-11-21T00:27:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:34:00Z,2025-11-21T00:44:00Z,750,750,SHBA-1,T_SHBA-1,235054,2025-11-21T00:30:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:33:00Z,2025-11-21T00:34:00Z,-2,0,HIRWB-1,V__KHABI007,3818,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:33:00Z,2025-11-21T00:34:00Z,-1,0,WTRSB-1,2__GCMRO002,30578,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:36:00Z,255,200,SHBA-2,T_SHBA-2,198729,2025-11-21T00:30:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:34:00Z,799,750,SHBA-1,T_SHBA-1,235054,2025-11-21T00:30:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:33:00Z,0,18,BLHLB-3,T_BLHLB-3,16972,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:33:00Z,0,18,BLHLB-4,T_BLHLB-4,16627,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:33:00Z,-9,0,FFSE01,2__FFSEN005,29964,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:33:00Z,-7,0,LKSDB-1,T_LKSDB-1,26804,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:32:00Z,2025-11-21T00:33:00Z,-22,0,POTES-1,E_POTES-1,31667,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:36:00Z,350,300,GRAI-6,T_GRAI-6,153843,2025-11-21T00:29:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:33:00Z,-2,-2,HIRWB-1,V__KHABI007,3818,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,-49,0,AG-CBS08M,V__MCEND001,13906,2025-11-21T00:25:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,-10,0,AG-MSTK01,2__MSTAT001,54087,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,-40,0,BARNB-1,E_BARNB-1,39389,2025-11-21T00:25:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,-27,0,BLHLB-2,T_BLHLB-2,17000,2025-11-21T00:25:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,-12,0,BLKPB-1,E_BLKPB-1,16627,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,0,14,FFSE02,2__FFSEN007,23861,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,0,1,NTRVB-1,T_NTRVB-1,26974,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,-22,-22,POTES-1,E_POTES-1,31667,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:31:00Z,2025-11-21T00:32:00Z,0,12,TEBWB-1,T_TEBWB-1,2390,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,3,2025-11-21T00:30:00Z,2025-11-21T01:00:00Z,220,220,SCCL-2,T_SCCL-2,129911,2025-11-20T23:32:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:33:00Z,-1,-1,WTRSB-1,2__GCMRO002,30578,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:32:00Z,0,0,BLHLB-3,T_BLHLB-3,16972,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:32:00Z,0,0,BLHLB-4,T_BLHLB-4,16627,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:32:00Z,-9,-9,FFSE01,2__FFSEN005,29964,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:32:00Z,-7,-7,LKSDB-1,T_LKSDB-1,26804,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,-10,-10,AG-MSTK01,2__MSTAT001,54087,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,-12,-12,BLKPB-1,E_BLKPB-1,16627,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,0,0,FFSE02,2__FFSEN007,23861,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,0,-2,HIRWB-1,V__KHABI007,3818,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,0,0,NTRVB-1,T_NTRVB-1,26974,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,0,-22,POTES-1,E_POTES-1,31667,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,2,2,2025-11-21T00:30:00Z,2025-11-21T00:31:00Z,0,0,TEBWB-1,T_TEBWB-1,2390,2025-11-21T00:22:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:29:00Z,2025-11-21T00:34:00Z,776,650,ROCK-1,T_ROCK-1,222266,2025-11-21T00:27:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:28:00Z,2025-11-21T00:43:00Z,371,371,SHOS-1,E_SHOS-1,165865,2025-11-21T00:26:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:27:00Z,2025-11-21T00:31:00Z,-49,-49,AG-CBS08M,V__MCEND001,13906,2025-11-21T00:25:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:27:00Z,2025-11-21T00:31:00Z,-40,-40,BARNB-1,E_BARNB-1,39389,2025-11-21T00:25:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:27:00Z,2025-11-21T00:31:00Z,-27,-27,BLHLB-2,T_BLHLB-2,17000,2025-11-21T00:25:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:26:00Z,2025-11-21T00:35:00Z,350,447,SHOS-1,E_SHOS-1,165864,2025-11-21T00:00:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:23:00Z,2025-11-21T00:38:00Z,350,350,GRAI-6,T_GRAI-6,153842,2025-11-21T00:18:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:18:00Z,2025-11-21T00:48:00Z,300,300,GRAI-7,T_GRAI-7,150134,2025-11-20T23:44:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:11:00Z,2025-11-21T00:41:00Z,185,185,WBURB-1,T_WBURB-1,152408,2025-11-20T23:32:00Z,False,False,False,False
2025-11-21,1,2,2025-11-21T00:09:00Z,2025-11-21T00:39:00Z,600,600,MEDP-1,T_MEDP-1,135444,2025-11-20T23:45:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:29:00Z,2025-11-21T01:31:00Z,-2,-2,BLHLB-4,T_BLHLB-4,16629,2025-11-21T01:23:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:29:00Z,2025-11-21T01:31:00Z,-17,-17,BYBRB-1,2__NCPPR001,5266,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:29:00Z,2025-11-21T01:30:00Z,-1,-4,AG-MSTK01,2__MSTAT001,54088,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:29:00Z,2025-11-21T01:30:00Z,-30,0,BARNB-1,E_BARNB-1,39391,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:29:00Z,2025-11-21T01:30:00Z,-20,-21,BROFB-1,E_BROFB-1,13161,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:29:00Z,2025-11-21T01:30:00Z,0,-1,BUXTB-1,2__GCMRO001,36720,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:28:00Z,2025-11-21T01:30:00Z,-2,-2,AG-CBS06B,V__BCEND004,34723,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:28:00Z,2025-11-21T01:30:00Z,-3,-3,BLHLB-2,T_BLHLB-2,17001,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:28:00Z,2025-11-21T01:29:00Z,-30,-30,BARNB-1,E_BARNB-1,39391,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:28:00Z,2025-11-21T01:29:00Z,5,6,BLHLB-4,T_BLHLB-4,16628,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:28:00Z,2025-11-21T01:29:00Z,5,0,BLHLB-4,T_BLHLB-4,16629,2025-11-21T01:23:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:28:00Z,2025-11-21T01:29:00Z,0,-1,BYBRB-1,2__NCPPR001,5266,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:27:00Z,2025-11-21T01:30:00Z,-50,-50,LKSDB-1,T_LKSDB-1,26806,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:27:00Z,2025-11-21T01:28:00Z,-1,-2,AG-CBS06B,V__BCEND004,34723,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:27:00Z,2025-11-21T01:28:00Z,0,-30,BARNB-1,E_BARNB-1,39391,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:27:00Z,2025-11-21T01:28:00Z,0,-3,BLHLB-2,T_BLHLB-2,17001,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:26:00Z,2025-11-21T01:30:00Z,-24,-24,AG-CBS08M,V__MCEND001,13907,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:26:00Z,2025-11-21T01:30:00Z,-15,-15,FFSE02,2__FFSEN007,23865,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:26:00Z,2025-11-21T01:28:00Z,5,5,BLHLB-4,T_BLHLB-4,16628,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:26:00Z,2025-11-21T01:27:00Z,0,-50,LKSDB-1,T_LKSDB-1,26806,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:25:00Z,2025-11-21T01:26:00Z,0,-24,AG-CBS08M,V__MCEND001,13907,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:25:00Z,2025-11-21T01:26:00Z,6,5,BLHLB-4,T_BLHLB-4,16628,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:25:00Z,2025-11-21T01:26:00Z,-5,-15,FFSE02,2__FFSEN007,23865,2025-11-21T01:22:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:24:00Z,2025-11-21T01:25:00Z,30,0,WBURB-1,T_WBURB-1,152409,2025-11-21T00:10:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:21:00Z,2025-11-21T01:26:00Z,650,777,ROCK-1,T_ROCK-1,222268,2025-11-21T00:50:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:20:00Z,2025-11-21T01:24:00Z,650,800,SHBA-1,T_SHBA-1,235055,2025-11-21T00:59:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:18:00Z,2025-11-21T01:48:00Z,300,300,GRAI-7,T_GRAI-7,150136,2025-11-21T00:30:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:18:00Z,2025-11-21T01:29:00Z,300,430,GRAI-7,T_GRAI-7,150135,2025-11-21T00:17:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:13:00Z,2025-11-21T01:24:00Z,158,30,WBURB-1,T_WBURB-1,152409,2025-11-21T00:10:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:11:00Z,2025-11-21T01:41:00Z,185,185,WBURB-1,T_WBURB-1,152410,2025-11-21T00:32:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:11:00Z,2025-11-21T01:13:00Z,185,158,WBURB-1,T_WBURB-1,152409,2025-11-21T00:10:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:05:00Z,2025-11-21T01:20:00Z,650,650,SHBA-1,T_SHBA-1,235055,2025-11-21T00:59:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:04:00Z,2025-11-21T01:09:00Z,680,737,KEAD-1,T_KEAD-1,152506,2025-11-21T00:48:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:04:00Z,2025-11-21T01:05:00Z,-2,-3,AG-ASTK05,2__ASTAT005,43490,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:04:00Z,2025-11-21T01:05:00Z,7,0,SWGTB-1,2__MCMRO003,23042,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:04:00Z,2025-11-21T01:05:00Z,14,0,THMRB-1,E_THMRB-1,47384,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:04:00Z,2025-11-21T01:05:00Z,-37,-40,THURB-2,T_THURB-2,5872,2025-11-21T00:55:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:04:00Z,2025-11-21T01:05:00Z,2,0,WTRSB-1,2__GCMRO002,30581,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:03:00Z,2025-11-21T01:04:00Z,3,0,AG-CBS05L,V__LCEND005,33019,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:03:00Z,2025-11-21T01:04:00Z,1,0,CRSSB-1,E_CRSSB-1,46861,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:03:00Z,2025-11-21T01:04:00Z,45,0,SKELB-1,E_SKELB-1,47719,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:02:00Z,2025-11-21T01:04:00Z,-37,-37,THURB-2,T_THURB-2,5872,2025-11-21T00:55:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:02:00Z,2025-11-21T01:03:00Z,-1,-10,AG-HEDF02,2__HLOND002,12952,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:02:00Z,2025-11-21T01:03:00Z,-5,-21,BROFB-1,E_BROFB-1,13160,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:02:00Z,2025-11-21T01:03:00Z,0,-6,COWB-1,T_COWB-1,45754,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:21:00Z,650,650,ROCK-1,T_ROCK-1,222268,2025-11-21T00:50:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:05:00Z,800,650,SHBA-1,T_SHBA-1,235055,2025-11-21T00:59:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:04:00Z,-2,-2,AG-ASTK05,2__ASTAT005,43490,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:04:00Z,7,7,SWGTB-1,2__MCMRO003,23042,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:04:00Z,14,14,THMRB-1,E_THMRB-1,47384,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:04:00Z,2,2,WTRSB-1,2__GCMRO002,30581,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:03:00Z,3,3,AG-CBS05L,V__LCEND005,33019,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:03:00Z,1,1,CRSSB-1,E_CRSSB-1,46861,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:03:00Z,45,45,SKELB-1,E_SKELB-1,47719,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:02:00Z,0,-6,FFSE02,2__FFSEN007,23864,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:02:00Z,0,-40,THURB-2,T_THURB-2,5871,2025-11-21T00:54:00Z,False,False,False,False
2025-11-21,3,3,2025-11-21T01:01:00Z,2025-11-21T01:02:00Z,0,-37,THURB-2,T_THURB-2,5872,2025-11-21T00:55:00Z,False,False,False,False
2025-11-21,3,4,2025-11-21T01:00:00Z,2025-11-21T01:30:00Z,220,220,SCCL-2,T_SCCL-2,129912,2025-11-21T00:07:00Z,False,False,False,False
