period,buy_volume,sell_volume
23:00 - 00:00,10598.7,11118.0
00:00 - 01:00,10165.9,11150.2
01:00 - 02:00,10317.2,11507.5
02:00 - 03:00,10762.9,12091.7
03:00 - 04:00,11066.8,12377.2
04:00 - 05:00,11396.3,12737.6
05:00 - 06:00,11432.5,12796.9
06:00 - 07:00,10630.6,11987.8
07:00 - 08:00,11384.7,12517.4
08:00 - 09:00,11194.8,12263.5
09:00 - 10:00,11293.4,12398.7
10:00 - 11:00,11592.5,12601.9
11:00 - 12:00,11554.6,12649.0
12:00 - 13:00,11918.9,12913.5
13:00 - 14:00,11978.9,12763.9
14:00 - 15:00,11761.5,12081.5
15:00 - 16:00,12488.7,12348.6
16:00 - 17:00,14210.4,13621.2
17:00 - 18:00,15608.8,14570.4
18:00 - 19:00,15906.0,14506.3
19:00 - 20:00,15521.1,14121.4
20:00 - 21:00,14224.0,12824.3
21:00 - 22:00,12594.9,11195.2
22:00 - 23:00,11422.7,10472.2
