period,buy_volume,sell_volume
23:00 - 00:00,18056.6,18056.6
00:00 - 01:00,17700.9,17700.9
01:00 - 02:00,17053.2,17053.2
02:00 - 03:00,16199.3,16197.0
03:00 - 04:00,16027.9,16027.9
04:00 - 05:00,15519.7,15984.7
05:00 - 06:00,15997.4,16927.4
06:00 - 07:00,18635.4,19619.2
07:00 - 08:00,15541.1,16059.9
08:00 - 09:00,16818.4,16872.2
09:00 - 10:00,16348.2,16348.2
10:00 - 11:00,15561.4,15807.7
11:00 - 12:00,15176.9,15888.2
12:00 - 13:00,15071.6,16247.9
13:00 - 14:00,15130.1,16579.1
14:00 - 15:00,16011.8,17460.8
15:00 - 16:00,15315.3,16764.3
16:00 - 17:00,17161.1,18145.1
17:00 - 18:00,18092.8,18611.8
18:00 - 19:00,18059.5,18113.5
19:00 - 20:00,20147.1,20230.0
20:00 - 21:00,19068.8,19068.8
21:00 - 22:00,17299.8,16850.6
22:00 - 23:00,14882.2,13983.8
