period,buy_volume,sell_volume
23:00 - 00:00,11783.6,11952.0
00:00 - 01:00,11456.7,11456.7
01:00 - 02:00,10813.5,10764.1
02:00 - 03:00,10736.1,10813.2
03:00 - 04:00,11239.4,11334.3
04:00 - 05:00,11678.5,11818.7
05:00 - 06:00,12143.2,12115.6
06:00 - 07:00,11399.4,11399.4
07:00 - 08:00,12169.3,12169.3
08:00 - 09:00,12022.5,12034.2
09:00 - 10:00,12182.0,12421.3
10:00 - 11:00,11870.8,12255.4
11:00 - 12:00,12113.8,12540.0
12:00 - 13:00,12502.6,13215.3
13:00 - 14:00,12518.6,13266.4
14:00 - 15:00,12448.8,13045.6
15:00 - 16:00,12371.6,12879.8
16:00 - 17:00,13038.4,13355.3
17:00 - 18:00,13657.1,13630.9
18:00 - 19:00,14402.4,13927.0
19:00 - 20:00,15372.1,14686.9
20:00 - 21:00,14178.9,13942.9
21:00 - 22:00,13749.7,13387.3
22:00 - 23:00,12871.0,12925.3
