period,buy_volume,sell_volume
23:00 - 00:00,11807.2,10407.5
00:00 - 01:00,11343.6,9943.9
01:00 - 02:00,11216.7,9817.0
02:00 - 03:00,11061.8,9662.1
03:00 - 04:00,10728.3,9328.6
04:00 - 05:00,10482.2,9082.5
05:00 - 06:00,10543.1,9143.4
06:00 - 07:00,10454.6,9054.9
07:00 - 08:00,10289.8,8890.1
08:00 - 09:00,10948.7,9549.0
09:00 - 10:00,11501.2,10101.5
10:00 - 11:00,11911.0,10511.3
11:00 - 12:00,11950.4,10550.7
12:00 - 13:00,12445.3,11045.6
13:00 - 14:00,12405.6,11005.9
14:00 - 15:00,12405.9,11006.2
15:00 - 16:00,12872.3,11472.6
16:00 - 17:00,14575.9,13176.2
17:00 - 18:00,16909.8,15510.1
18:00 - 19:00,17947.3,16547.6
19:00 - 20:00,18046.9,16647.2
20:00 - 21:00,16654.1,15254.4
21:00 - 22:00,14886.4,13486.7
22:00 - 23:00,13272.9,11873.2
