period,buy_volume,sell_volume
23:00 - 00:00,12187.1,10787.4
00:00 - 01:00,11550.4,10150.7
01:00 - 02:00,11475.9,10076.2
02:00 - 03:00,11096.5,9696.8
03:00 - 04:00,10990.0,9590.3
04:00 - 05:00,11384.1,9984.4
05:00 - 06:00,12202.6,10802.9
06:00 - 07:00,13884.7,12485.0
07:00 - 08:00,13764.3,12364.6
08:00 - 09:00,14268.9,12869.2
09:00 - 10:00,13811.3,12411.6
10:00 - 11:00,12886.8,11487.1
11:00 - 12:00,12223.4,10823.7
12:00 - 13:00,12211.7,10812.0
13:00 - 14:00,12403.2,11003.5
14:00 - 15:00,12213.3,10813.6
15:00 - 16:00,12159.5,10759.8
16:00 - 17:00,13607.8,12208.1
17:00 - 18:00,15118.5,13718.8
18:00 - 19:00,16074.2,14674.5
19:00 - 20:00,16987.0,15587.3
20:00 - 21:00,15930.8,14531.1
21:00 - 22:00,13885.3,12485.6
22:00 - 23:00,12517.6,11117.9
