period,buy_volume,sell_volume
23:00 - 00:00,11255.7,9856.0
00:00 - 01:00,11479.5,10079.8
01:00 - 02:00,11335.1,9935.4
02:00 - 03:00,11151.8,9752.1
03:00 - 04:00,10952.0,9552.3
04:00 - 05:00,10773.7,9374.0
05:00 - 06:00,11071.8,9672.1
06:00 - 07:00,12509.7,11110.0
07:00 - 08:00,13830.4,12430.7
08:00 - 09:00,14680.1,13280.4
09:00 - 10:00,14670.9,13271.2
10:00 - 11:00,14038.2,12638.5
11:00 - 12:00,13650.6,12250.9
12:00 - 13:00,13400.3,12000.6
13:00 - 14:00,13005.2,11605.5
14:00 - 15:00,13110.5,11710.8
15:00 - 16:00,12931.0,11531.3
16:00 - 17:00,13256.7,11857.0
17:00 - 18:00,15092.0,13692.3
18:00 - 19:00,16050.7,14651.0
19:00 - 20:00,15607.8,14208.1
20:00 - 21:00,14302.6,12902.9
21:00 - 22:00,13915.8,12516.1
22:00 - 23:00,13391.5,11991.8
