period,buy_volume,sell_volume
23:00 - 00:00,12141.3,11190.8
00:00 - 01:00,12391.2,11889.8
01:00 - 02:00,12362.5,12310.3
02:00 - 03:00,12113.4,12524.4
03:00 - 04:00,11752.3,12450.4
04:00 - 05:00,12592.0,12897.8
05:00 - 06:00,12403.0,12249.2
06:00 - 07:00,13202.2,12599.2
07:00 - 08:00,14710.0,13963.9
08:00 - 09:00,14866.3,13671.0
09:00 - 10:00,16303.7,14904.0
10:00 - 11:00,16880.8,15481.1
11:00 - 12:00,17759.3,16359.6
12:00 - 13:00,18136.3,16736.6
13:00 - 14:00,18060.3,16660.6
14:00 - 15:00,17493.4,16093.7
15:00 - 16:00,16899.2,15499.5
16:00 - 17:00,17928.0,16528.3
17:00 - 18:00,18460.6,17060.9
18:00 - 19:00,17435.0,16035.3
19:00 - 20:00,17769.2,16369.5
20:00 - 21:00,15692.1,14292.4
21:00 - 22:00,13772.5,12372.8
22:00 - 23:00,13884.8,12485.1
