period,buy_volume,sell_volume
23:00 - 00:00,13694.3,12294.6
00:00 - 01:00,13399.5,11999.8
01:00 - 02:00,13477.4,12077.7
02:00 - 03:00,13046.7,11647.0
03:00 - 04:00,12694.5,11294.8
04:00 - 05:00,12869.7,11470.0
05:00 - 06:00,13945.7,12546.0
06:00 - 07:00,17617.7,16667.2
07:00 - 08:00,17874.8,17007.4
08:00 - 09:00,19537.2,18220.6
09:00 - 10:00,19663.0,18263.3
10:00 - 11:00,19432.7,18151.6
11:00 - 12:00,19335.2,18503.3
12:00 - 13:00,18984.1,18116.7
13:00 - 14:00,19129.9,18422.2
14:00 - 15:00,18899.6,18080.7
15:00 - 16:00,18923.5,17954.6
16:00 - 17:00,20339.6,19018.1
17:00 - 18:00,20572.0,19172.3
18:00 - 19:00,19668.0,18268.3
19:00 - 20:00,19736.7,18337.0
20:00 - 21:00,17562.2,16162.5
21:00 - 22:00,15822.2,14422.5
22:00 - 23:00,14993.7,13594.0
