period,buy_volume,sell_volume
23:00 - 00:00,12666.7,11267.0
00:00 - 01:00,12096.2,10696.5
01:00 - 02:00,11919.8,10520.1
02:00 - 03:00,11792.8,10393.1
03:00 - 04:00,12023.1,10623.4
04:00 - 05:00,11699.5,10499.6
05:00 - 06:00,12722.0,11901.1
06:00 - 07:00,14828.0,13919.0
07:00 - 08:00,15415.6,14098.0
08:00 - 09:00,15260.3,13860.6
09:00 - 10:00,14899.2,13499.5
10:00 - 11:00,14632.8,13233.1
11:00 - 12:00,14198.8,12799.1
12:00 - 13:00,14877.4,13477.7
13:00 - 14:00,14494.7,13095.0
14:00 - 15:00,13828.6,12428.9
15:00 - 16:00,13416.9,12017.2
16:00 - 17:00,15138.1,13804.6
17:00 - 18:00,16857.0,15457.3
18:00 - 19:00,17911.9,16789.5
19:00 - 20:00,18900.0,17532.9
20:00 - 21:00,17338.6,15938.9
21:00 - 22:00,15394.8,13995.1
22:00 - 23:00,13692.8,12293.1
