period,buy_volume,sell_volume
23:00 - 00:00,16940.4,15540.7
00:00 - 01:00,16472.7,15073.0
01:00 - 02:00,16116.8,14717.1
02:00 - 03:00,16011.3,14929.3
03:00 - 04:00,16293.3,15446.2
04:00 - 05:00,16235.4,15284.9
05:00 - 06:00,16602.8,15203.1
06:00 - 07:00,16994.7,15595.0
07:00 - 08:00,15180.1,13780.4
08:00 - 09:00,15236.3,13836.6
09:00 - 10:00,15569.1,14169.4
10:00 - 11:00,15382.3,13982.6
11:00 - 12:00,15295.6,13895.9
12:00 - 13:00,15179.8,13780.1
13:00 - 14:00,14773.4,13373.7
14:00 - 15:00,15635.9,14236.2
15:00 - 16:00,18626.8,17227.1
16:00 - 17:00,19508.1,18108.4
17:00 - 18:00,20245.3,18845.6
18:00 - 19:00,19458.4,18058.7
19:00 - 20:00,18662.6,17262.9
20:00 - 21:00,18034.6,16634.9
21:00 - 22:00,15695.8,14296.1
22:00 - 23:00,14716.0,13316.3
