period,buy_volume,sell_volume
23:00 - 00:00,12974.6,12008.8
00:00 - 01:00,12778.4,12199.9
01:00 - 02:00,12749.4,12434.1
02:00 - 03:00,12332.3,12332.3
03:00 - 04:00,12565.3,12565.3
04:00 - 05:00,12432.5,12008.7
05:00 - 06:00,12906.3,12033.3
06:00 - 07:00,16003.1,14680.9
07:00 - 08:00,14870.3,13529.8
08:00 - 09:00,15354.0,13954.3
09:00 - 10:00,15474.6,14074.9
10:00 - 11:00,15213.1,14244.5
11:00 - 12:00,15132.4,14099.0
12:00 - 13:00,14996.7,14057.8
13:00 - 14:00,15515.3,14271.0
14:00 - 15:00,15939.4,15077.6
15:00 - 16:00,16791.6,15841.1
16:00 - 17:00,18835.9,17436.2
17:00 - 18:00,20169.3,18769.6
18:00 - 19:00,19640.6,18240.9
19:00 - 20:00,20523.8,19124.1
20:00 - 21:00,18759.9,17360.2
21:00 - 22:00,16582.1,15182.4
22:00 - 23:00,15034.3,13634.6
