period,buy_volume,sell_volume
23:00 - 00:00,11722.1,10322.4
00:00 - 01:00,11904.2,10504.5
01:00 - 02:00,11540.8,10141.1
02:00 - 03:00,10784.0,9384.3
03:00 - 04:00,10897.2,9497.5
04:00 - 05:00,10778.0,9378.3
05:00 - 06:00,10784.6,9384.9
06:00 - 07:00,11349.3,9949.6
07:00 - 08:00,12286.7,10887.0
08:00 - 09:00,12939.0,11539.3
09:00 - 10:00,13444.1,12044.4
10:00 - 11:00,13095.8,11696.1
11:00 - 12:00,13403.9,12004.2
12:00 - 13:00,13888.3,12488.6
13:00 - 14:00,13818.0,12418.3
14:00 - 15:00,14307.7,12908.0
15:00 - 16:00,14775.8,13376.1
16:00 - 17:00,16147.3,14747.6
17:00 - 18:00,16823.6,15423.9
18:00 - 19:00,16277.1,14877.4
19:00 - 20:00,15157.2,13757.5
20:00 - 21:00,14254.9,12855.2
21:00 - 22:00,13806.6,12406.9
22:00 - 23:00,14058.0,12658.3
