period,buy_volume,sell_volume
23:00 - 00:00,13373.9,12590.5
00:00 - 01:00,12605.2,12271.0
01:00 - 02:00,12372.7,12372.7
02:00 - 03:00,12030.0,12030.0
03:00 - 04:00,11579.2,11949.2
04:00 - 05:00,11715.1,11662.9
05:00 - 06:00,12004.4,11503.0
06:00 - 07:00,13619.7,12669.2
07:00 - 08:00,15054.4,13654.7
08:00 - 09:00,16157.3,14757.6
09:00 - 10:00,15983.1,14583.4
10:00 - 11:00,15816.3,14416.6
11:00 - 12:00,15393.0,13993.3
12:00 - 13:00,15412.1,14012.4
13:00 - 14:00,15482.3,14082.6
14:00 - 15:00,15287.8,13888.1
15:00 - 16:00,14808.0,13408.3
16:00 - 17:00,15121.9,13722.2
17:00 - 18:00,15759.9,14360.2
18:00 - 19:00,16896.5,15496.8
19:00 - 20:00,17326.6,15926.9
20:00 - 21:00,15629.1,14281.2
21:00 - 22:00,14575.3,13676.6
22:00 - 23:00,14275.6,13826.1
