period,buy_volume,sell_volume
23:00 - 00:00,14352.3,14384.5
00:00 - 01:00,13874.3,13874.3
01:00 - 02:00,13029.4,13029.4
02:00 - 03:00,13019.2,13110.4
03:00 - 04:00,13339.6,13339.6
04:00 - 05:00,13545.6,13623.1
05:00 - 06:00,13153.0,13153.0
06:00 - 07:00,13664.9,13215.7
07:00 - 08:00,14229.3,13330.9
08:00 - 09:00,15605.5,14257.9
09:00 - 10:00,17221.8,15822.1
10:00 - 11:00,17969.8,16570.1
11:00 - 12:00,18126.1,16726.4
12:00 - 13:00,18260.3,16860.6
13:00 - 14:00,18402.1,17002.4
14:00 - 15:00,18824.2,17424.5
15:00 - 16:00,19093.1,17693.4
16:00 - 17:00,20693.0,19293.3
17:00 - 18:00,21564.8,20165.1
18:00 - 19:00,20684.1,19284.4
19:00 - 20:00,19121.4,17721.7
20:00 - 21:00,17365.1,15965.4
21:00 - 22:00,15197.1,13797.4
22:00 - 23:00,13701.0,12301.3
