period,buy_volume,sell_volume
23:00 - 00:00,13243.8,11844.1
00:00 - 01:00,12944.3,11544.6
01:00 - 02:00,12905.6,11505.9
02:00 - 03:00,12647.2,11247.5
03:00 - 04:00,12580.2,11180.5
04:00 - 05:00,12684.3,11284.6
05:00 - 06:00,13233.7,11834.0
06:00 - 07:00,15195.4,13795.7
07:00 - 08:00,16353.2,14953.5
08:00 - 09:00,16469.2,15069.5
09:00 - 10:00,16227.9,14828.2
10:00 - 11:00,16217.1,14817.4
11:00 - 12:00,15246.4,13846.7
12:00 - 13:00,14855.1,13455.4
13:00 - 14:00,14454.4,13054.7
14:00 - 15:00,14185.6,12785.9
15:00 - 16:00,14349.0,12949.3
16:00 - 17:00,15718.6,14318.9
17:00 - 18:00,18049.2,16649.5
18:00 - 19:00,18872.4,17472.7
19:00 - 20:00,19496.4,18096.7
20:00 - 21:00,17095.2,15695.5
21:00 - 22:00,14678.1,13278.4
22:00 - 23:00,13838.6,12438.9
