period,buy_volume,sell_volume
23:00 - 00:00,12362.6,10962.9
00:00 - 01:00,12291.1,10891.4
01:00 - 02:00,12193.5,10793.8
02:00 - 03:00,12022.3,10622.6
03:00 - 04:00,12078.7,10679.0
04:00 - 05:00,12364.2,10964.5
05:00 - 06:00,12621.8,11433.0
06:00 - 07:00,15124.3,14012.3
07:00 - 08:00,16338.8,15041.1
08:00 - 09:00,16856.1,15456.4
09:00 - 10:00,16405.6,15005.9
10:00 - 11:00,16143.5,14743.8
11:00 - 12:00,16336.5,14936.8
12:00 - 13:00,16524.6,15124.9
13:00 - 14:00,16413.3,15013.6
14:00 - 15:00,16232.6,14832.9
15:00 - 16:00,16921.6,15521.9
16:00 - 17:00,18079.7,16680.0
17:00 - 18:00,19153.8,17754.1
18:00 - 19:00,19979.3,18579.6
19:00 - 20:00,20920.6,19520.9
20:00 - 21:00,19612.7,18213.0
21:00 - 22:00,17897.4,16497.7
22:00 - 23:00,16454.2,15054.5
