period,buy_volume,sell_volume
23:00 - 00:00,11572.6,10172.9
00:00 - 01:00,11685.0,10285.3
01:00 - 02:00,11686.4,10286.7
02:00 - 03:00,11368.6,9968.9
03:00 - 04:00,11332.9,9933.2
04:00 - 05:00,11700.2,10300.5
05:00 - 06:00,11654.9,10255.2
06:00 - 07:00,12671.6,11271.9
07:00 - 08:00,12373.2,10973.5
08:00 - 09:00,12778.0,11378.3
09:00 - 10:00,12185.0,10785.3
10:00 - 11:00,11893.7,10494.0
11:00 - 12:00,11245.3,9845.6
12:00 - 13:00,11205.3,9805.6
13:00 - 14:00,11129.2,9729.5
14:00 - 15:00,11056.6,9656.9
15:00 - 16:00,10867.1,9467.4
16:00 - 17:00,12167.4,10767.7
17:00 - 18:00,13821.2,12421.5
18:00 - 19:00,15302.5,13902.8
19:00 - 20:00,15638.5,14238.8
20:00 - 21:00,14657.4,13257.7
21:00 - 22:00,13391.5,11991.8
22:00 - 23:00,12309.3,10909.6
