period,buy_volume,sell_volume
23:00 - 00:00,14742.5,13342.8
00:00 - 01:00,14357.3,12957.6
01:00 - 02:00,14091.0,13003.0
02:00 - 03:00,13850.9,13210.4
03:00 - 04:00,13475.9,12610.3
04:00 - 05:00,13600.7,12490.9
05:00 - 06:00,13448.6,12048.9
06:00 - 07:00,14864.9,13465.2
07:00 - 08:00,14849.5,13449.8
08:00 - 09:00,15821.8,14422.1
09:00 - 10:00,15671.8,14272.1
10:00 - 11:00,15632.8,14233.1
11:00 - 12:00,15248.0,13848.3
12:00 - 13:00,15266.9,13867.2
13:00 - 14:00,16142.2,14742.5
14:00 - 15:00,17171.4,15771.7
15:00 - 16:00,18962.7,17563.0
16:00 - 17:00,20285.8,18886.1
17:00 - 18:00,20523.0,19123.3
18:00 - 19:00,19767.7,18368.0
19:00 - 20:00,20621.5,19221.8
20:00 - 21:00,18808.9,17409.2
21:00 - 22:00,15979.3,14579.6
22:00 - 23:00,14342.9,12943.2
