period,buy_volume,sell_volume
23:00 - 00:00,10357.1,8957.4
00:00 - 01:00,10665.4,9265.7
01:00 - 02:00,10512.6,9112.9
02:00 - 03:00,10632.0,9232.3
03:00 - 04:00,10699.7,9300.0
04:00 - 05:00,11235.8,9836.1
05:00 - 06:00,11332.4,10381.9
06:00 - 07:00,12626.8,11227.1
07:00 - 08:00,14166.4,12766.7
08:00 - 09:00,13934.9,12535.2
09:00 - 10:00,14754.4,13354.7
10:00 - 11:00,14652.6,13252.9
11:00 - 12:00,15326.1,13926.4
12:00 - 13:00,15345.5,13945.8
13:00 - 14:00,15496.9,14097.2
14:00 - 15:00,15381.6,13981.9
15:00 - 16:00,16045.9,14646.2
16:00 - 17:00,17296.6,15896.9
17:00 - 18:00,18665.4,17265.7
18:00 - 19:00,17770.2,16370.5
19:00 - 20:00,17855.9,16456.2
20:00 - 21:00,16001.3,14601.6
21:00 - 22:00,13760.9,12361.2
22:00 - 23:00,14104.6,12704.9
