period,buy_volume,sell_volume
23:00 - 00:00,12276.6,10876.9
00:00 - 01:00,12288.0,10888.3
01:00 - 02:00,11896.5,10496.8
02:00 - 03:00,12040.9,10641.2
03:00 - 04:00,12072.8,10673.1
04:00 - 05:00,12474.3,11074.6
05:00 - 06:00,13239.2,11839.5
06:00 - 07:00,14584.0,13184.3
07:00 - 08:00,15576.8,14177.1
08:00 - 09:00,15393.0,13993.3
09:00 - 10:00,15686.0,14286.3
10:00 - 11:00,15376.9,13977.2
11:00 - 12:00,15090.8,13691.1
12:00 - 13:00,15304.7,13905.0
13:00 - 14:00,15003.3,13603.6
14:00 - 15:00,14963.0,13563.3
15:00 - 16:00,15212.7,13813.0
16:00 - 17:00,15909.9,14510.2
17:00 - 18:00,17914.7,16515.0
18:00 - 19:00,18314.8,16915.1
19:00 - 20:00,18593.7,17194.0
20:00 - 21:00,16878.6,15478.9
21:00 - 22:00,14761.4,13361.7
22:00 - 23:00,14371.2,12971.5
