period,buy_volume,sell_volume
23:00 - 00:00,11971.4,10571.7
00:00 - 01:00,11686.2,10286.5
01:00 - 02:00,11616.2,10216.5
02:00 - 03:00,12007.6,10607.9
03:00 - 04:00,11696.2,10296.5
04:00 - 05:00,11621.2,10221.5
05:00 - 06:00,12531.6,11131.9
06:00 - 07:00,15773.1,14373.4
07:00 - 08:00,17181.4,15781.7
08:00 - 09:00,17325.9,15926.2
09:00 - 10:00,16458.7,15059.0
10:00 - 11:00,15862.2,14462.5
11:00 - 12:00,15315.7,13916.0
12:00 - 13:00,15256.4,13856.7
13:00 - 14:00,15548.7,14149.0
14:00 - 15:00,15603.0,14203.3
15:00 - 16:00,16441.4,15041.7
16:00 - 17:00,16798.5,15398.8
17:00 - 18:00,17935.2,16535.5
18:00 - 19:00,19228.9,17829.2
19:00 - 20:00,18838.1,17438.4
20:00 - 21:00,17249.8,15850.1
21:00 - 22:00,15092.7,13693.0
22:00 - 23:00,14656.1,13256.4
