period,buy_volume,sell_volume
23:00 - 00:00,12694.5,11294.8
00:00 - 01:00,12707.7,11308.0
01:00 - 02:00,12564.1,11164.4
02:00 - 03:00,12413.2,11013.5
03:00 - 04:00,12597.4,11197.7
04:00 - 05:00,12680.8,11281.1
05:00 - 06:00,13039.2,11639.5
06:00 - 07:00,14271.3,12871.6
07:00 - 08:00,14558.9,13159.2
08:00 - 09:00,14315.5,12915.8
09:00 - 10:00,14653.0,13253.3
10:00 - 11:00,14696.2,13296.5
11:00 - 12:00,14633.3,13233.6
12:00 - 13:00,14666.2,13266.5
13:00 - 14:00,14875.3,13475.6
14:00 - 15:00,14680.4,13280.7
15:00 - 16:00,16190.1,14790.4
16:00 - 17:00,16850.2,15450.5
17:00 - 18:00,17836.4,16436.7
18:00 - 19:00,17112.6,15712.9
19:00 - 20:00,17931.5,16531.8
20:00 - 21:00,16607.6,15207.9
21:00 - 22:00,14587.2,13187.5
22:00 - 23:00,13620.9,12221.2
