period,buy_volume,sell_volume
23:00 - 00:00,13387.4,11987.7
00:00 - 01:00,13027.5,11627.8
01:00 - 02:00,12494.9,11544.4
02:00 - 03:00,11913.3,11411.9
03:00 - 04:00,11774.8,11722.6
04:00 - 05:00,11957.7,12368.7
05:00 - 06:00,12827.1,13292.1
06:00 - 07:00,13308.7,13308.7
07:00 - 08:00,13976.0,13644.9
08:00 - 09:00,14489.7,13709.4
09:00 - 10:00,14855.0,14246.0
10:00 - 11:00,14673.0,13952.4
11:00 - 12:00,14718.8,14447.4
12:00 - 13:00,14644.9,14349.0
13:00 - 14:00,14663.1,14176.9
14:00 - 15:00,14239.4,13707.7
15:00 - 16:00,14481.7,13971.6
16:00 - 17:00,15228.9,14269.6
17:00 - 18:00,15491.8,14350.5
18:00 - 19:00,15363.5,14671.3
19:00 - 20:00,16337.3,15196.0
20:00 - 21:00,15768.8,15016.8
21:00 - 22:00,14707.7,14404.9
22:00 - 23:00,15233.6,15385.2
