period,buy_volume,sell_volume
23:00 - 00:00,12718.1,11318.4
00:00 - 01:00,12046.9,10647.2
01:00 - 02:00,11901.2,10501.5
02:00 - 03:00,11796.3,10396.6
03:00 - 04:00,11838.7,10439.0
04:00 - 05:00,11787.0,10387.3
05:00 - 06:00,13148.2,11748.5
06:00 - 07:00,14963.3,13563.6
07:00 - 08:00,14322.4,12922.7
08:00 - 09:00,14768.9,13369.2
09:00 - 10:00,14351.7,12952.0
10:00 - 11:00,13613.7,12214.0
11:00 - 12:00,12936.2,11536.5
12:00 - 13:00,12473.1,11073.4
13:00 - 14:00,12257.5,10857.8
14:00 - 15:00,12235.2,10835.5
15:00 - 16:00,12012.0,10612.3
16:00 - 17:00,13272.8,11873.1
17:00 - 18:00,14784.7,13385.0
18:00 - 19:00,15757.1,14357.4
19:00 - 20:00,16903.3,15503.6
20:00 - 21:00,15447.0,14047.3
21:00 - 22:00,14449.6,13049.9
22:00 - 23:00,13399.5,11999.8
