period,buy_volume,sell_volume
23:00 - 00:00,9882.8,9624.1
00:00 - 01:00,9444.7,9641.9
01:00 - 02:00,8968.7,9630.9
02:00 - 03:00,8926.5,10053.7
03:00 - 04:00,8521.2,9864.3
04:00 - 05:00,8831.0,9726.4
05:00 - 06:00,9270.9,9743.2
06:00 - 07:00,9212.5,9219.8
07:00 - 08:00,10635.0,10192.9
08:00 - 09:00,11336.1,10462.8
09:00 - 10:00,11799.5,10614.4
10:00 - 11:00,12140.6,10740.9
11:00 - 12:00,12352.2,10952.5
12:00 - 13:00,12632.1,11232.4
13:00 - 14:00,12397.3,10997.6
14:00 - 15:00,12105.3,10705.6
15:00 - 16:00,12186.4,10786.7
16:00 - 17:00,12388.9,10989.2
17:00 - 18:00,13938.3,12538.6
18:00 - 19:00,14563.7,13164.0
19:00 - 20:00,14399.6,12999.9
20:00 - 21:00,13644.4,12244.7
21:00 - 22:00,12470.9,11071.2
22:00 - 23:00,11705.4,10305.7
