period,buy_volume,sell_volume
23:00 - 00:00,12040.6,10640.9
00:00 - 01:00,11878.0,10683.1
01:00 - 02:00,12174.5,11024.4
02:00 - 03:00,11712.9,11012.0
03:00 - 04:00,11422.7,11171.0
04:00 - 05:00,11255.1,11166.8
05:00 - 06:00,11598.9,11061.4
06:00 - 07:00,12092.7,11142.2
07:00 - 08:00,13235.9,11836.2
08:00 - 09:00,12832.9,11433.2
09:00 - 10:00,12567.5,11167.8
10:00 - 11:00,12657.1,11257.4
11:00 - 12:00,12853.4,11453.7
12:00 - 13:00,12762.2,11362.5
13:00 - 14:00,13050.6,11650.9
14:00 - 15:00,13197.0,11797.3
15:00 - 16:00,14021.1,12621.4
16:00 - 17:00,15256.8,13857.1
17:00 - 18:00,15907.5,14507.8
18:00 - 19:00,15193.8,13794.1
19:00 - 20:00,14265.0,12865.3
20:00 - 21:00,13225.8,11826.1
21:00 - 22:00,13039.0,11639.3
22:00 - 23:00,12998.5,11598.8
