period,buy_volume,sell_volume
23:00 - 00:00,14298.4,12898.7
00:00 - 01:00,14345.3,12945.6
01:00 - 02:00,14148.1,12748.4
02:00 - 03:00,13358.5,11958.8
03:00 - 04:00,13373.3,11973.6
04:00 - 05:00,12534.8,11325.9
05:00 - 06:00,12310.6,11550.9
06:00 - 07:00,15760.6,15450.1
07:00 - 08:00,15702.2,15454.0
08:00 - 09:00,17502.1,16813.5
09:00 - 10:00,17806.0,17108.3
10:00 - 11:00,17712.6,16907.0
11:00 - 12:00,17190.2,16354.1
12:00 - 13:00,17221.5,16433.5
13:00 - 14:00,17297.0,16940.6
14:00 - 15:00,17308.0,17224.4
15:00 - 16:00,17945.7,17821.4
16:00 - 17:00,19365.5,19365.5
17:00 - 18:00,20228.8,19876.4
18:00 - 19:00,19764.0,19393.5
19:00 - 20:00,20444.6,20444.6
20:00 - 21:00,17609.2,17609.2
21:00 - 22:00,14262.5,13813.3
22:00 - 23:00,12069.8,11171.4
