period,buy_volume,sell_volume
23:00 - 00:00,10160.8,9077.9
00:00 - 01:00,9969.5,9335.8
01:00 - 02:00,10042.3,9857.8
02:00 - 03:00,10046.4,10320.4
03:00 - 04:00,9882.8,10125.9
04:00 - 05:00,9785.2,10466.7
05:00 - 06:00,9751.8,10646.7
06:00 - 07:00,9527.4,10250.5
07:00 - 08:00,11965.0,12223.1
08:00 - 09:00,11571.8,11371.9
09:00 - 10:00,11524.3,11517.6
10:00 - 11:00,12333.8,12222.3
11:00 - 12:00,13363.9,13009.5
12:00 - 13:00,14200.6,13577.2
13:00 - 14:00,13864.8,13238.2
14:00 - 15:00,13008.5,12507.1
15:00 - 16:00,13025.0,12074.5
16:00 - 17:00,13534.5,12134.8
17:00 - 18:00,15056.7,13657.0
18:00 - 19:00,15944.5,14544.8
19:00 - 20:00,14895.1,13495.4
20:00 - 21:00,14004.9,12605.2
21:00 - 22:00,13443.3,12043.6
22:00 - 23:00,12299.8,11233.7
