period,buy_volume,sell_volume
23:00 - 00:00,11974.7,11024.2
00:00 - 01:00,11442.7,10493.1
01:00 - 02:00,11096.4,10198.0
02:00 - 03:00,11172.4,10723.2
03:00 - 04:00,11180.3,11180.3
04:00 - 05:00,11313.8,11306.1
05:00 - 06:00,11393.6,10936.7
06:00 - 07:00,11315.5,10409.5
07:00 - 08:00,12969.3,11614.1
08:00 - 09:00,13231.1,11831.4
09:00 - 10:00,14486.6,13086.9
10:00 - 11:00,14686.4,13286.7
11:00 - 12:00,15136.7,13737.0
12:00 - 13:00,16040.4,14640.7
13:00 - 14:00,16705.7,15306.0
14:00 - 15:00,17696.1,16296.4
15:00 - 16:00,19725.4,18325.7
16:00 - 17:00,21509.8,20110.1
17:00 - 18:00,21801.5,20401.8
18:00 - 19:00,19969.9,18570.2
19:00 - 20:00,18272.4,16872.7
20:00 - 21:00,15537.8,14138.1
21:00 - 22:00,13532.6,12132.9
22:00 - 23:00,13643.9,12244.2
