period,buy_volume,sell_volume
23:00 - 00:00,11752.3,11846.9
00:00 - 01:00,11387.1,11946.7
01:00 - 02:00,11573.0,12597.6
02:00 - 03:00,11384.8,12833.8
03:00 - 04:00,10858.6,12307.6
04:00 - 05:00,11190.8,12585.8
05:00 - 06:00,10965.2,11895.2
06:00 - 07:00,11240.7,11705.7
07:00 - 08:00,14353.7,14353.7
08:00 - 09:00,14649.0,14199.8
09:00 - 10:00,14877.1,13978.7
10:00 - 11:00,14778.9,13431.3
11:00 - 12:00,15222.7,13823.0
12:00 - 13:00,15286.7,13887.0
13:00 - 14:00,15257.0,13857.3
14:00 - 15:00,15021.1,13621.4
15:00 - 16:00,16229.1,14829.4
16:00 - 17:00,16192.3,14792.6
17:00 - 18:00,16615.3,15215.6
18:00 - 19:00,16515.1,15115.4
19:00 - 20:00,15173.5,14140.8
20:00 - 21:00,14017.1,13433.6
21:00 - 22:00,13736.2,13601.9
22:00 - 23:00,14748.8,15074.8
