period,buy_volume,sell_volume
23:00 - 00:00,11477.0,10119.5
00:00 - 01:00,11359.0,10100.4
01:00 - 02:00,11204.1,10169.1
02:00 - 03:00,11110.6,10255.6
03:00 - 04:00,10951.0,10449.6
04:00 - 05:00,11182.6,10232.1
05:00 - 06:00,11550.8,10151.1
06:00 - 07:00,13614.3,12214.6
07:00 - 08:00,14408.1,13008.4
08:00 - 09:00,14673.2,13273.5
09:00 - 10:00,14413.4,13013.7
10:00 - 11:00,13983.5,12583.8
11:00 - 12:00,13887.6,12487.9
12:00 - 13:00,13945.5,12545.8
13:00 - 14:00,13527.7,12128.0
14:00 - 15:00,13240.8,11841.1
15:00 - 16:00,13854.4,12454.7
16:00 - 17:00,14864.8,13465.1
17:00 - 18:00,17037.2,15637.5
18:00 - 19:00,17430.5,16030.8
19:00 - 20:00,16358.7,14959.0
20:00 - 21:00,14892.1,13492.4
21:00 - 22:00,14012.6,12612.9
22:00 - 23:00,11899.8,10500.1
