period,buy_volume,sell_volume
23:00 - 00:00,12971.6,11571.9
00:00 - 01:00,12572.5,11172.8
01:00 - 02:00,12341.1,10941.4
02:00 - 03:00,12304.7,10905.0
03:00 - 04:00,12032.3,10632.6
04:00 - 05:00,12263.2,10863.5
05:00 - 06:00,13066.0,11666.3
06:00 - 07:00,14492.2,13092.5
07:00 - 08:00,14496.3,13096.6
08:00 - 09:00,14345.7,12946.0
09:00 - 10:00,13698.4,12298.7
10:00 - 11:00,13112.7,11713.0
11:00 - 12:00,12778.5,11378.8
12:00 - 13:00,12089.2,10689.5
13:00 - 14:00,11894.3,10494.6
14:00 - 15:00,12144.4,10744.7
15:00 - 16:00,13289.1,11889.4
16:00 - 17:00,15215.9,13816.2
17:00 - 18:00,16835.0,15435.3
18:00 - 19:00,17637.6,16237.9
19:00 - 20:00,17795.8,16396.1
20:00 - 21:00,17013.5,15613.8
21:00 - 22:00,14967.3,13567.6
22:00 - 23:00,13839.5,12439.8
