period,buy_volume,sell_volume
23:00 - 00:00,10751.7,9352.0
00:00 - 01:00,11083.6,9683.9
01:00 - 02:00,10936.1,9536.4
02:00 - 03:00,10675.4,9275.7
03:00 - 04:00,11086.8,9687.1
04:00 - 05:00,10962.9,9563.2
05:00 - 06:00,11227.1,9827.4
06:00 - 07:00,11236.4,9836.7
07:00 - 08:00,10361.1,8961.4
08:00 - 09:00,10871.8,9472.1
09:00 - 10:00,11880.4,10480.7
10:00 - 11:00,12135.9,10736.2
11:00 - 12:00,12520.0,11120.3
12:00 - 13:00,13325.2,11925.5
13:00 - 14:00,14852.0,13452.3
14:00 - 15:00,16322.9,14923.2
15:00 - 16:00,17140.2,15740.5
16:00 - 17:00,18019.5,16619.8
17:00 - 18:00,19896.3,18496.6
18:00 - 19:00,18903.4,17503.7
19:00 - 20:00,18195.9,16796.2
20:00 - 21:00,17169.8,15770.1
21:00 - 22:00,14959.3,13559.6
22:00 - 23:00,12913.7,11514.0
