period,buy_volume,sell_volume
23:00 - 00:00,12013.0,10613.3
00:00 - 01:00,11777.4,10377.7
01:00 - 02:00,11779.0,10379.3
02:00 - 03:00,11506.4,10106.7
03:00 - 04:00,11760.0,10360.3
04:00 - 05:00,11644.9,10245.2
05:00 - 06:00,11162.1,9762.4
06:00 - 07:00,13664.6,12264.9
07:00 - 08:00,14021.7,12622.0
08:00 - 09:00,15144.5,13744.8
09:00 - 10:00,15495.7,14096.0
10:00 - 11:00,15446.7,14047.0
11:00 - 12:00,15446.8,14047.1
12:00 - 13:00,15608.9,14209.2
13:00 - 14:00,15557.7,14158.0
14:00 - 15:00,15301.9,13902.2
15:00 - 16:00,14552.5,13152.8
16:00 - 17:00,16255.7,14856.0
17:00 - 18:00,16955.2,15555.5
18:00 - 19:00,16131.7,14732.0
19:00 - 20:00,17089.7,15690.0
20:00 - 21:00,15219.3,13819.6
21:00 - 22:00,13350.4,11950.7
22:00 - 23:00,12660.3,11260.6
