settlementDate,settlementPeriod,startTime,buyActionCount,sellActionCount,buyPriceMinimum,buyPriceMaximum,buyPriceAverage,sellPriceMinimum,sellPriceMaximum,sellPriceAverage,buyVolumeTotal,sellVolumeTotal,netVolume,acceptance_count,unique_bmus_called,total_level_from,avg_level_from,total_level_to,avg_level_to
2025-12-19,1,2025-12-19T00:00:00Z,1,0,117.5,117.5,117.5,0,0,0,240.0,0.0,240.0,1386,190,48796,35.20634920634921,46390,33.47041847041847
