period,price
23:00 - 00:00,32.57
00:00 - 01:00,28.2
01:00 - 02:00,22.0
02:00 - 03:00,14.82
03:00 - 04:00,10.01
04:00 - 05:00,10.94
05:00 - 06:00,17.39
06:00 - 07:00,26.73
07:00 - 08:00,31.05
08:00 - 09:00,30.2
09:00 - 10:00,28.0
10:00 - 11:00,22.65
11:00 - 12:00,21.67
12:00 - 13:00,20.14
13:00 - 14:00,26.3
14:00 - 15:00,43.92
15:00 - 16:00,64.01
16:00 - 17:00,79.92
17:00 - 18:00,100.03
18:00 - 19:00,96.47
19:00 - 20:00,81.39
20:00 - 21:00,72.04
21:00 - 22:00,67.51
22:00 - 23:00,56.76
