period,price
23:00 - 00:00,84.83
00:00 - 01:00,79.0
01:00 - 02:00,75.0
02:00 - 03:00,73.9
03:00 - 04:00,73.44
04:00 - 05:00,73.44
05:00 - 06:00,75.75
06:00 - 07:00,90.76
07:00 - 08:00,114.18
08:00 - 09:00,120.81
09:00 - 10:00,117.71
10:00 - 11:00,103.01
11:00 - 12:00,91.55
12:00 - 13:00,88.86
13:00 - 14:00,87.17
14:00 - 15:00,91.44
15:00 - 16:00,110.07
16:00 - 17:00,140.87
17:00 - 18:00,195.94
18:00 - 19:00,216.64
19:00 - 20:00,172.47
20:00 - 21:00,120.0
21:00 - 22:00,99.37
22:00 - 23:00,84.33
