period,price
23:00 - 00:00,39.95
00:00 - 01:00,42.0
01:00 - 02:00,39.62
02:00 - 03:00,36.96
03:00 - 04:00,35.61
04:00 - 05:00,36.08
05:00 - 06:00,35.4
06:00 - 07:00,50.71
07:00 - 08:00,65.26
08:00 - 09:00,74.48
09:00 - 10:00,75.01
10:00 - 11:00,77.24
11:00 - 12:00,76.36
12:00 - 13:00,78.62
13:00 - 14:00,78.99
14:00 - 15:00,76.98
15:00 - 16:00,79.56
16:00 - 17:00,93.85
17:00 - 18:00,99.93
18:00 - 19:00,95.0
19:00 - 20:00,83.96
20:00 - 21:00,79.32
21:00 - 22:00,78.1
22:00 - 23:00,76.86
