period,price
23:00 - 00:00,79.79
00:00 - 01:00,76.64
01:00 - 02:00,75.55
02:00 - 03:00,73.96
03:00 - 04:00,72.95
04:00 - 05:00,72.42
05:00 - 06:00,76.94
06:00 - 07:00,94.98
07:00 - 08:00,118.19
08:00 - 09:00,114.21
09:00 - 10:00,108.26
10:00 - 11:00,93.16
11:00 - 12:00,84.32
12:00 - 13:00,94.0
13:00 - 14:00,97.0
14:00 - 15:00,104.44
15:00 - 16:00,122.65
16:00 - 17:00,152.53
17:00 - 18:00,145.0
18:00 - 19:00,129.65
19:00 - 20:00,112.27
20:00 - 21:00,95.29
21:00 - 22:00,83.3
22:00 - 23:00,81.28
