period,price
23:00 - 00:00,84.22
00:00 - 01:00,80.65
01:00 - 02:00,77.55
02:00 - 03:00,75.18
03:00 - 04:00,74.2
04:00 - 05:00,74.9
05:00 - 06:00,80.72
06:00 - 07:00,98.94
07:00 - 08:00,116.95
08:00 - 09:00,106.89
09:00 - 10:00,90.25
10:00 - 11:00,80.0
11:00 - 12:00,74.89
12:00 - 13:00,70.0
13:00 - 14:00,68.23
14:00 - 15:00,73.87
15:00 - 16:00,83.01
16:00 - 17:00,82.04
17:00 - 18:00,104.99
18:00 - 19:00,121.8
19:00 - 20:00,110.0
20:00 - 21:00,90.31
21:00 - 22:00,86.19
22:00 - 23:00,82.09
