period,price
23:00 - 00:00,71.38
00:00 - 01:00,70.02
01:00 - 02:00,71.23
02:00 - 03:00,69.11
03:00 - 04:00,68.0
04:00 - 05:00,70.0
05:00 - 06:00,74.14
06:00 - 07:00,82.12
07:00 - 08:00,94.03
08:00 - 09:00,97.22
09:00 - 10:00,95.52
10:00 - 11:00,83.89
11:00 - 12:00,77.36
12:00 - 13:00,76.64
13:00 - 14:00,80.59
14:00 - 15:00,90.33
15:00 - 16:00,103.79
16:00 - 17:00,117.55
17:00 - 18:00,118.89
18:00 - 19:00,109.43
19:00 - 20:00,93.83
20:00 - 21:00,80.98
21:00 - 22:00,76.93
22:00 - 23:00,69.37
