period,price
23:00 - 00:00,75.71
00:00 - 01:00,76.44
01:00 - 02:00,74.52
02:00 - 03:00,75.67
03:00 - 04:00,73.09
04:00 - 05:00,75.91
05:00 - 06:00,82.65
06:00 - 07:00,92.15
07:00 - 08:00,104.98
08:00 - 09:00,99.95
09:00 - 10:00,90.37
10:00 - 11:00,82.96
11:00 - 12:00,81.79
12:00 - 13:00,82.76
13:00 - 14:00,88.72
14:00 - 15:00,98.4
15:00 - 16:00,105.18
16:00 - 17:00,112.97
17:00 - 18:00,114.34
18:00 - 19:00,107.39
19:00 - 20:00,89.61
20:00 - 21:00,85.35
21:00 - 22:00,81.93
22:00 - 23:00,78.07
