period,price
23:00 - 00:00,71.75
00:00 - 01:00,71.45
01:00 - 02:00,72.0
02:00 - 03:00,71.04
03:00 - 04:00,71.08
04:00 - 05:00,72.48
05:00 - 06:00,77.68
06:00 - 07:00,84.75
07:00 - 08:00,82.59
08:00 - 09:00,87.04
09:00 - 10:00,75.29
10:00 - 11:00,75.56
11:00 - 12:00,81.46
12:00 - 13:00,86.84
13:00 - 14:00,89.24
14:00 - 15:00,94.3
15:00 - 16:00,100.35
16:00 - 17:00,118.36
17:00 - 18:00,120.36
18:00 - 19:00,113.01
19:00 - 20:00,97.27
20:00 - 21:00,87.06
21:00 - 22:00,78.44
22:00 - 23:00,73.91
