period,price
23:00 - 00:00,18.03
00:00 - 01:00,15.86
01:00 - 02:00,13.21
02:00 - 03:00,11.23
03:00 - 04:00,10.58
04:00 - 05:00,11.4
05:00 - 06:00,17.1
06:00 - 07:00,47.91
07:00 - 08:00,72.51
08:00 - 09:00,70.86
09:00 - 10:00,66.99
10:00 - 11:00,61.87
11:00 - 12:00,61.61
12:00 - 13:00,60.53
13:00 - 14:00,62.32
14:00 - 15:00,65.03
15:00 - 16:00,69.93
16:00 - 17:00,79.25
17:00 - 18:00,83.31
18:00 - 19:00,72.1
19:00 - 20:00,66.94
20:00 - 21:00,62.83
21:00 - 22:00,60.33
22:00 - 23:00,41.1
