period,price
23:00 - 00:00,0.46
00:00 - 01:00,0.51
01:00 - 02:00,0.51
02:00 - 03:00,1.97
03:00 - 04:00,2.35
04:00 - 05:00,2.96
05:00 - 06:00,2.7
06:00 - 07:00,1.58
07:00 - 08:00,0.51
08:00 - 09:00,0.5
09:00 - 10:00,0.51
10:00 - 11:00,0.99
11:00 - 12:00,1.95
12:00 - 13:00,3.78
13:00 - 14:00,3.35
14:00 - 15:00,2.96
15:00 - 16:00,1.9
16:00 - 17:00,0.0
17:00 - 18:00,5.74
18:00 - 19:00,19.24
19:00 - 20:00,12.39
20:00 - 21:00,2.02
21:00 - 22:00,1.27
22:00 - 23:00,1.19
