period,price
23:00 - 00:00,22.09
00:00 - 01:00,20.01
01:00 - 02:00,20.01
02:00 - 03:00,18.28
03:00 - 04:00,14.26
04:00 - 05:00,20.0
05:00 - 06:00,36.08
06:00 - 07:00,73.05
07:00 - 08:00,91.94
08:00 - 09:00,92.0
09:00 - 10:00,95.0
10:00 - 11:00,83.0
11:00 - 12:00,69.86
12:00 - 13:00,66.97
13:00 - 14:00,55.53
14:00 - 15:00,47.55
15:00 - 16:00,53.29
16:00 - 17:00,57.76
17:00 - 18:00,63.34
18:00 - 19:00,71.63
19:00 - 20:00,67.95
20:00 - 21:00,40.65
21:00 - 22:00,19.14
22:00 - 23:00,5.83
