period,price
23:00 - 00:00,77.26
00:00 - 01:00,76.12
01:00 - 02:00,71.47
02:00 - 03:00,68.04
03:00 - 04:00,67.67
04:00 - 05:00,68.01
05:00 - 06:00,77.14
06:00 - 07:00,86.3
07:00 - 08:00,96.51
08:00 - 09:00,93.53
09:00 - 10:00,84.69
10:00 - 11:00,77.6
11:00 - 12:00,75.78
12:00 - 13:00,76.1
13:00 - 14:00,80.73
14:00 - 15:00,84.53
15:00 - 16:00,89.94
16:00 - 17:00,103.46
17:00 - 18:00,106.98
18:00 - 19:00,103.89
19:00 - 20:00,93.04
20:00 - 21:00,86.6
21:00 - 22:00,84.35
22:00 - 23:00,79.45
