period,price
23:00 - 00:00,81.93
00:00 - 01:00,83.01
01:00 - 02:00,79.32
02:00 - 03:00,75.09
03:00 - 04:00,73.41
04:00 - 05:00,71.89
05:00 - 06:00,68.59
06:00 - 07:00,73.25
07:00 - 08:00,74.2
08:00 - 09:00,78.61
09:00 - 10:00,82.0
10:00 - 11:00,85.38
11:00 - 12:00,83.25
12:00 - 13:00,84.19
13:00 - 14:00,83.17
14:00 - 15:00,85.39
15:00 - 16:00,95.0
16:00 - 17:00,100.01
17:00 - 18:00,100.0
18:00 - 19:00,91.14
19:00 - 20:00,77.69
20:00 - 21:00,74.96
21:00 - 22:00,72.97
22:00 - 23:00,59.04
