period,price
23:00 - 00:00,16.87
00:00 - 01:00,17.91
01:00 - 02:00,17.71
02:00 - 03:00,15.08
03:00 - 04:00,13.53
04:00 - 05:00,20.99
05:00 - 06:00,32.59
06:00 - 07:00,60.0
07:00 - 08:00,72.06
08:00 - 09:00,77.1
09:00 - 10:00,76.91
10:00 - 11:00,71.06
11:00 - 12:00,69.9
12:00 - 13:00,69.97
13:00 - 14:00,72.29
14:00 - 15:00,74.73
15:00 - 16:00,73.44
16:00 - 17:00,84.95
17:00 - 18:00,87.4
18:00 - 19:00,83.93
19:00 - 20:00,88.92
20:00 - 21:00,82.16
21:00 - 22:00,76.91
22:00 - 23:00,72.21
