period,price
23:00 - 00:00,67.84
00:00 - 01:00,73.29
01:00 - 02:00,74.76
02:00 - 03:00,76.94
03:00 - 04:00,73.28
04:00 - 05:00,76.25
05:00 - 06:00,76.39
06:00 - 07:00,81.79
07:00 - 08:00,76.92
08:00 - 09:00,77.97
09:00 - 10:00,82.23
10:00 - 11:00,88.01
11:00 - 12:00,89.78
12:00 - 13:00,88.01
13:00 - 14:00,89.94
14:00 - 15:00,83.88
15:00 - 16:00,76.51
16:00 - 17:00,78.12
17:00 - 18:00,75.46
18:00 - 19:00,70.89
19:00 - 20:00,69.28
20:00 - 21:00,66.01
21:00 - 22:00,57.0
22:00 - 23:00,39.0
