period,price
23:00 - 00:00,83.99
00:00 - 01:00,76.71
01:00 - 02:00,74.0
02:00 - 03:00,74.1
03:00 - 04:00,73.86
04:00 - 05:00,75.01
05:00 - 06:00,79.6
06:00 - 07:00,97.34
07:00 - 08:00,115.73
08:00 - 09:00,106.9
09:00 - 10:00,94.37
10:00 - 11:00,81.44
11:00 - 12:00,77.0
12:00 - 13:00,72.01
13:00 - 14:00,70.01
14:00 - 15:00,70.01
15:00 - 16:00,72.17
16:00 - 17:00,82.06
17:00 - 18:00,100.21
18:00 - 19:00,112.34
19:00 - 20:00,108.68
20:00 - 21:00,89.88
21:00 - 22:00,83.99
22:00 - 23:00,78.27
