period,price
23:00 - 00:00,51.97
00:00 - 01:00,46.88
01:00 - 02:00,46.32
02:00 - 03:00,42.36
03:00 - 04:00,47.31
04:00 - 05:00,54.15
05:00 - 06:00,58.36
06:00 - 07:00,80.15
07:00 - 08:00,86.22
08:00 - 09:00,86.37
09:00 - 10:00,88.42
10:00 - 11:00,89.9
11:00 - 12:00,85.24
12:00 - 13:00,86.2
13:00 - 14:00,84.38
14:00 - 15:00,80.54
15:00 - 16:00,82.61
16:00 - 17:00,87.93
17:00 - 18:00,102.42
18:00 - 19:00,104.93
19:00 - 20:00,106.94
20:00 - 21:00,87.53
21:00 - 22:00,87.98
22:00 - 23:00,77.18
