period,price
23:00 - 00:00,38.58
00:00 - 01:00,27.26
01:00 - 02:00,18.09
02:00 - 03:00,15.04
03:00 - 04:00,18.06
04:00 - 05:00,25.07
05:00 - 06:00,36.99
06:00 - 07:00,58.9
07:00 - 08:00,74.22
08:00 - 09:00,70.77
09:00 - 10:00,72.5
10:00 - 11:00,63.86
11:00 - 12:00,70.51
12:00 - 13:00,74.39
13:00 - 14:00,74.57
14:00 - 15:00,77.35
15:00 - 16:00,84.15
16:00 - 17:00,96.28
17:00 - 18:00,98.81
18:00 - 19:00,93.19
19:00 - 20:00,79.96
20:00 - 21:00,75.41
21:00 - 22:00,72.46
22:00 - 23:00,68.76
