period,price
23:00 - 00:00,77.59
00:00 - 01:00,72.02
01:00 - 02:00,71.12
02:00 - 03:00,71.09
03:00 - 04:00,70.2
04:00 - 05:00,70.8
05:00 - 06:00,72.51
06:00 - 07:00,89.95
07:00 - 08:00,114.96
08:00 - 09:00,108.0
09:00 - 10:00,90.22
10:00 - 11:00,79.06
11:00 - 12:00,72.54
12:00 - 13:00,70.04
13:00 - 14:00,69.28
14:00 - 15:00,71.04
15:00 - 16:00,72.99
16:00 - 17:00,83.97
17:00 - 18:00,116.39
18:00 - 19:00,123.06
19:00 - 20:00,112.94
20:00 - 21:00,87.82
21:00 - 22:00,77.06
22:00 - 23:00,68.0
