period,price
23:00 - 00:00,87.62
00:00 - 01:00,82.62
01:00 - 02:00,81.3
02:00 - 03:00,77.44
03:00 - 04:00,75.05
04:00 - 05:00,74.28
05:00 - 06:00,77.08
06:00 - 07:00,87.91
07:00 - 08:00,97.41
08:00 - 09:00,94.46
09:00 - 10:00,89.69
10:00 - 11:00,80.8
11:00 - 12:00,74.07
12:00 - 13:00,71.07
13:00 - 14:00,71.1
14:00 - 15:00,72.15
15:00 - 16:00,79.91
16:00 - 17:00,93.3
17:00 - 18:00,107.06
18:00 - 19:00,100.62
19:00 - 20:00,94.23
20:00 - 21:00,82.5
21:00 - 22:00,81.24
22:00 - 23:00,75.08
