period,price
23:00 - 00:00,84.5
00:00 - 01:00,76.78
01:00 - 02:00,75.45
02:00 - 03:00,69.08
03:00 - 04:00,68.81
04:00 - 05:00,70.08
05:00 - 06:00,77.39
06:00 - 07:00,99.57
07:00 - 08:00,101.85
08:00 - 09:00,97.79
09:00 - 10:00,93.32
10:00 - 11:00,85.01
11:00 - 12:00,75.54
12:00 - 13:00,74.57
13:00 - 14:00,75.8
14:00 - 15:00,78.24
15:00 - 16:00,87.42
16:00 - 17:00,93.8
17:00 - 18:00,119.55
18:00 - 19:00,135.08
19:00 - 20:00,127.7
20:00 - 21:00,103.89
21:00 - 22:00,92.39
22:00 - 23:00,86.57
