period,price
23:00 - 00:00,31.09
00:00 - 01:00,30.49
01:00 - 02:00,26.74
02:00 - 03:00,23.66
03:00 - 04:00,21.01
04:00 - 05:00,20.8
05:00 - 06:00,29.34
06:00 - 07:00,56.87
07:00 - 08:00,73.23
08:00 - 09:00,74.0
09:00 - 10:00,70.25
10:00 - 11:00,63.9
11:00 - 12:00,61.01
12:00 - 13:00,60.57
13:00 - 14:00,61.52
14:00 - 15:00,69.15
15:00 - 16:00,71.98
16:00 - 17:00,83.71
17:00 - 18:00,92.0
18:00 - 19:00,90.36
19:00 - 20:00,82.31
20:00 - 21:00,74.5
21:00 - 22:00,68.8
22:00 - 23:00,55.4
