period,price
23:00 - 00:00,67.31
00:00 - 01:00,58.95
01:00 - 02:00,58.96
02:00 - 03:00,54.74
03:00 - 04:00,51.98
04:00 - 05:00,53.56
05:00 - 06:00,66.13
06:00 - 07:00,97.03
07:00 - 08:00,104.79
08:00 - 09:00,102.83
09:00 - 10:00,87.04
10:00 - 11:00,80.06
11:00 - 12:00,72.05
12:00 - 13:00,69.91
13:00 - 14:00,63.91
14:00 - 15:00,72.0
15:00 - 16:00,74.07
16:00 - 17:00,81.24
17:00 - 18:00,101.75
18:00 - 19:00,126.64
19:00 - 20:00,124.99
20:00 - 21:00,111.8
21:00 - 22:00,88.8
22:00 - 23:00,83.35
