period,price
23:00 - 00:00,63.0
00:00 - 01:00,61.05
01:00 - 02:00,57.19
02:00 - 03:00,53.0
03:00 - 04:00,52.23
04:00 - 05:00,55.53
05:00 - 06:00,66.0
06:00 - 07:00,80.52
07:00 - 08:00,85.84
08:00 - 09:00,87.04
09:00 - 10:00,80.87
10:00 - 11:00,74.95
11:00 - 12:00,73.42
12:00 - 13:00,75.09
13:00 - 14:00,79.98
14:00 - 15:00,81.65
15:00 - 16:00,87.96
16:00 - 17:00,107.71
17:00 - 18:00,113.37
18:00 - 19:00,107.97
19:00 - 20:00,97.97
20:00 - 21:00,87.18
21:00 - 22:00,84.89
22:00 - 23:00,83.43
