period,price
23:00 - 00:00,74.19
00:00 - 01:00,66.57
01:00 - 02:00,63.79
02:00 - 03:00,59.54
03:00 - 04:00,56.81
04:00 - 05:00,56.67
05:00 - 06:00,67.62
06:00 - 07:00,84.95
07:00 - 08:00,89.73
08:00 - 09:00,89.08
09:00 - 10:00,85.39
10:00 - 11:00,79.92
11:00 - 12:00,72.5
12:00 - 13:00,69.84
13:00 - 14:00,67.19
14:00 - 15:00,66.95
15:00 - 16:00,77.39
16:00 - 17:00,87.17
17:00 - 18:00,90.0
18:00 - 19:00,82.49
19:00 - 20:00,78.28
20:00 - 21:00,71.02
21:00 - 22:00,63.9
22:00 - 23:00,51.14
