period,price
23:00 - 00:00,75.31
00:00 - 01:00,72.79
01:00 - 02:00,70.1
02:00 - 03:00,69.39
03:00 - 04:00,68.71
04:00 - 05:00,69.49
05:00 - 06:00,79.5
06:00 - 07:00,95.51
07:00 - 08:00,106.92
08:00 - 09:00,100.0
09:00 - 10:00,88.47
10:00 - 11:00,76.74
11:00 - 12:00,71.8
12:00 - 13:00,70.87
13:00 - 14:00,72.38
14:00 - 15:00,73.22
15:00 - 16:00,76.73
16:00 - 17:00,82.9
17:00 - 18:00,97.49
18:00 - 19:00,104.49
19:00 - 20:00,107.13
20:00 - 21:00,92.0
21:00 - 22:00,84.4
22:00 - 23:00,78.42
