period,price
23:00 - 00:00,75.37
00:00 - 01:00,75.38
01:00 - 02:00,73.02
02:00 - 03:00,68.23
03:00 - 04:00,66.65
04:00 - 05:00,64.4
05:00 - 06:00,66.45
06:00 - 07:00,75.99
07:00 - 08:00,76.7
08:00 - 09:00,78.69
09:00 - 10:00,80.35
10:00 - 11:00,82.43
11:00 - 12:00,80.4
12:00 - 13:00,82.0
13:00 - 14:00,83.15
14:00 - 15:00,81.1
15:00 - 16:00,89.9
16:00 - 17:00,107.52
17:00 - 18:00,113.42
18:00 - 19:00,110.74
19:00 - 20:00,99.22
20:00 - 21:00,82.65
21:00 - 22:00,80.82
22:00 - 23:00,72.69
