period,price
23:00 - 00:00,56.56
00:00 - 01:00,50.78
01:00 - 02:00,47.85
02:00 - 03:00,41.68
03:00 - 04:00,38.58
04:00 - 05:00,36.9
05:00 - 06:00,39.92
06:00 - 07:00,44.51
07:00 - 08:00,52.19
08:00 - 09:00,53.58
09:00 - 10:00,57.5
10:00 - 11:00,56.93
11:00 - 12:00,57.5
12:00 - 13:00,60.01
13:00 - 14:00,63.0
14:00 - 15:00,66.45
15:00 - 16:00,76.21
16:00 - 17:00,82.15
17:00 - 18:00,84.7
18:00 - 19:00,82.17
19:00 - 20:00,77.7
20:00 - 21:00,72.71
21:00 - 22:00,67.5
22:00 - 23:00,60.23
